COMMUNE;CODE INSEE;TYPE INFRASTRUCTURE;NUMERO RD;ADRESSE COMPTEUR;LIMITATION DE VITESSE;TYPE DE COMPTAGE;TYPE COMPTEUR;MOIS DU COMPTAGE;ANNEE DU COMPTAGE;PERIODICITE;SENS 1_ORIGINE;SENS 1_DESTINATION;S2_ORIGINE;S2_DESTINATION;TMJA_SENS 1;TMJA_SENS 2;TMJO_SENS 1;TMJO_SENS 2;TRAFIC_HPM_SENS 1;HORAIRE HPM_SENS 1;TRAFIC HPM_SENS 2;HORAIRE HPM_SENS 2;TRAFIC HPS_SENS 1;HORAIRE HPS_SENS 1;T_HPS_SENS 2;HPS_SENS 2;% POIDS LOURDS SENS 1;% POIDS LOURDS SENS 2;TMJA;LONGUEUR;geo_shape;geo_point_2d
Courbevoie, La Garenne-Colombes;92026, 92035;Réseau départemental non classé à grande circulation;RD106;43 rue de Colombes;30 km/h;Comptage automatique en section;Tubes;Décembre;2021;Triennale;Paris;Province;Province;Paris;5866.0;4584.0;6417.0;4922.0;574.0;08h00-09h00;211.0;09h00-10h00;406.0;18h00-19h00;459.0;18h00-19h00;4.24;1.55;10450.0;948.6031631433552;"{""coordinates"": [[2.256455594083039, 48.896879474756176], [2.2564614810632477, 48.896938888764204], [2.256461621649448, 48.89714804744448], [2.256461018198007, 48.8972202548647], [2.256498879776215, 48.897529858485385], [2.256531696042033, 48.89771532378449], [2.2565507546851986, 48.897813468211304], [2.2565982382093983, 48.89840462074489], [2.2566096181647244, 48.89856297289715], [2.2566072159826454, 48.898731132357696], [2.256608082190737, 48.898861539897716], [2.256629997404763, 48.89895070937302], [2.256599894632037, 48.89914837436951], [2.2565746655453496, 48.89929121041907], [2.25654658027466, 48.89944302227972], [2.2564988492892004, 48.899728711050486], [2.256454475752846, 48.89997035490746], [2.2563799706927536, 48.90041146034317], [2.256345518609722, 48.900722413487536], [2.256301595564893, 48.90102791032422], [2.256279775725842, 48.90121843220549], [2.2562734464745726, 48.90127954706601], [2.256224970419877, 48.90171272013908], [2.256204295008132, 48.90191853719294], [2.2561540151599004, 48.902286947275975], [2.2560715188248763, 48.90309582549062], [2.255951227904795, 48.90397191763219], [2.255873420453057, 48.90454789974591], [2.255825605846654, 48.904934311318954], [2.2558117881560977, 48.9051374718382], [2.2558232420821396, 48.90519509972942], [2.2558557548399762, 48.90524774828437], [2.255876242493863, 48.905374945078755]], ""type"": ""LineString""}";48.90113165443669, 2.2562688946417744
Châtenay-Malabry, Sceaux;92019, 92071;Réseau départemental non classé à grande circulation;RD128;14 avenue du Plessis;50 km/h;Comptage automatique en section;Tubes;Décembre;2023;Triennale;Province;Paris;Paris;Province;964.0;1292.0;1009.0;1353.0;56.0;10h00-11h00;75.0;10h00-11h00;89.0;15h00-16h00;119.0;15h00-16h00;4.28;5.13;2256.0;284.77424854130044;"{""coordinates"": [[2.280446051129212, 48.78013398614205], [2.2804221080611344, 48.78020537199843], [2.2803479877794532, 48.780349732167245], [2.2802321853808256, 48.780851809804815], [2.280188780026931, 48.78103862712616], [2.28004055450964, 48.78172039320159], [2.2799799116360897, 48.78197276369918], [2.2799430643064658, 48.78207867272815], [2.2798828710193626, 48.78219973148269], [2.2798717850854366, 48.78221405512998], [2.2797692911726517, 48.78234295354896], [2.279630327514513, 48.782451844748515], [2.2795849214965656, 48.78248754825317], [2.279472470670445, 48.78254893026814], [2.2794587751471562, 48.78255514338763]], ""type"": ""LineString""}";48.78142053932823, 2.280064856642371
Suresnes;92073;Réseau départemental non classé à grande circulation;RD985;15 boulevard Henri Sellier;50 km/h;Comptage automatique en section;Tubes;Mars;2023;Triennale;Paris;Province;Province;Paris;18917.0;18801.0;19702.0;19419.0;1259.0;08h00-09h00;1617.0;07h00-08h00;1439.0;17h00-18h00;1159.0;17h00-18h00;4.81;4.63;37718.0;259.69410665403336;"{""coordinates"": [[2.227024069259252, 48.867472341480386], [2.2266985918598463, 48.867538798807516], [2.226468315887138, 48.867595787514524], [2.2262051833310736, 48.8676782526651], [2.2254907063520952, 48.86791330171336], [2.2250568940408653, 48.86807028430108], [2.2245425351731813, 48.86824203112165], [2.2243524190062693, 48.868290720008076], [2.2240555951435064, 48.868358914420156], [2.223785469066209, 48.86838985028041]], ""type"": ""LineString""}";48.86794465771248, 2.225407184823258
Gennevilliers;92036;Réseau départemental non classé à grande circulation;RD109, RD911;16 boulevard Camélinat;50 km/h;Comptage automatique en section;Tubes;Juin;2023;Triennale;Paris;Province;Province;Paris;5545.0;3586.0;5804.0;3775.0;403.0;08h00-09h00;271.0;07h00-08h00;464.0;17h00-18h00;246.0;19h00-20h00;3.4;4.19;9131.0;710.1816154730894;"{""coordinates"": [[2.294658320249186, 48.926741887366234], [2.2948774217566763, 48.92688886309485], [2.2950032642547975, 48.92696874174564], [2.2950561088953525, 48.92699693079307], [2.295130655116921, 48.92703513980759], [2.295317724761968, 48.92712886822925], [2.295573188957891, 48.92721130710386], [2.295985263606674, 48.927318946618456], [2.2963224530734996, 48.927413554675034], [2.2971955204501024, 48.927645302344935], [2.2975967081679967, 48.92775107367424], [2.298094088096925, 48.92790956640505], [2.2981158144715956, 48.927917787323075], [2.2984172733783486, 48.92803106547861], [2.298977128206537, 48.92831402399805], [2.2991613359727756, 48.92841852060306], [2.2991856941931164, 48.92843395104645], [2.2994671933592294, 48.92861095994052], [2.299511780861137, 48.92864449446674], [2.2996455450902404, 48.928745097949175], [2.299882964862142, 48.92895242485782], [2.3000890457724696, 48.92915596986568], [2.3002424615039097, 48.92931783996846], [2.300462566352184, 48.92959520888508], [2.3005943284050607, 48.9297434625058], [2.3007084831039792, 48.929881720999425], [2.300852566166299, 48.930027348412146], [2.3008579526670903, 48.930032776161724], [2.300960260216589, 48.930138590324326], [2.301145383646909, 48.93037888219586], [2.3012231252898405, 48.930467207177365], [2.301292563932328, 48.930537585145345], [2.30135148795214, 48.93058505640704], [2.301405274303565, 48.930612508046096], [2.301476564623928, 48.93062793116569], [2.301564214070726, 48.93063560048886], [2.30182765499422, 48.93064220282372]], ""type"": ""LineString""}";48.9284440697243, 2.2984263767687327
Bagneux, Fontenay-aux-Roses;92007, 92032;Réseau départemental non classé à grande circulation;RD74, RD128;27 rue Max Dormoy;50 km/h;Comptage automatique en section;Tubes;Septembre;2023;Triennale;Paris;Province;Province;Paris;2633.0;2816.0;2783.0;3101.0;193.0;08h00-09h00;388.0;08h00-09h00;247.0;17h00-18h00;238.0;18h00-19h00;3.68;5.26;5449.0;1164.1290110136024;"{""coordinates"": [[2.2992539406298325, 48.79693961715642], [2.2991689408198743, 48.796838083645234], [2.2990810094975203, 48.79659382891738], [2.2989601966010675, 48.79626393860017], [2.298860476994839, 48.79598543761104], [2.2986453692342215, 48.795378875807494], [2.2984749760781966, 48.79488949848038], [2.29842254462295, 48.794741937853416], [2.2984135332125515, 48.79466526237108], [2.2983960039086, 48.79457949287714], [2.298325311018695, 48.79448388008084], [2.298168374547201, 48.79430488306735], [2.297703463714859, 48.79385154949435], [2.2974771814187704, 48.79367213660669], [2.29725285898969, 48.79354939839238], [2.2968183434455653, 48.79336696115665], [2.2963324949483455, 48.79315543877907], [2.296086289647081, 48.79304066371901], [2.2955710226035118, 48.792790290548695], [2.295318174361171, 48.79266378161723], [2.295016726087787, 48.792507305469066], [2.2946840811666696, 48.79234255010947], [2.2945988150190195, 48.7923060708738], [2.293883671596877, 48.79193938532002], [2.29289668214201, 48.791443372268766], [2.292733082135683, 48.791361456671986], [2.292446755065821, 48.79119517035885], [2.2923429126644455, 48.79112350238788], [2.2922500447982186, 48.79104560291728], [2.292197754717698, 48.79098683149817], [2.2921552474770563, 48.79090923049544], [2.2921063265103268, 48.790802810035906], [2.2919675586123245, 48.79029562039312], [2.2919749865178556, 48.79024979420133], [2.2919943037935275, 48.79013028782996], [2.292011478900165, 48.79006832990237], [2.292033915672786, 48.790019894563486], [2.2920451947823923, 48.789991180543815], [2.2920784232700924, 48.789950004652454], [2.2921376572663457, 48.7898981896512], [2.292191276351825, 48.78985893265025], [2.292350553243724, 48.789757343564375], [2.2924699067466543, 48.78968879584366], [2.292652527924194, 48.789572054053025], [2.292847679086576, 48.789434699679305], [2.2930044500079885, 48.78931690517348], [2.293073271083569, 48.78926064927244], [2.29327861438509, 48.789096532141755], [2.293402546356782, 48.788990692429216], [2.2934779918296386, 48.78891765119511], [2.2935283600459444, 48.788853453650155]], ""type"": ""LineString""}";48.792644283379104, 2.2953946681655055
Chaville;92022;Réseau départemental classé à grande circulation;RD910;810 avenue Roger Salengro;50 km/h;Comptage automatique en section;Tubes;Novembre;2021;Annuelle;Chaville;Versailles;Chaville;Sèvres;4624.0;3824.0;4909.0;4069.0;321.0;08h00-09h00;375.0;08h00-09h00;458.0;18h00-19h00;332.0;18h00-19h00;4.4;5.62;8448.0;1811.118397419786;"{""coordinates"": [[2.195001755599455, 48.81664699341943], [2.1947012051482226, 48.81644260392091], [2.194370934892091, 48.81622272441187], [2.1941286950695145, 48.81603491600316], [2.194027871108826, 48.815949692371376], [2.1939408715641298, 48.815851071690616], [2.1938340446478173, 48.81571364238386], [2.1937700446722657, 48.815625069459855], [2.1936901893995753, 48.81550491060417], [2.193620852201705, 48.8154091071228], [2.193564869263501, 48.815330481407784], [2.192799604326108, 48.814267621079836], [2.1927062897710927, 48.81413747677702], [2.192646237924568, 48.81405792445023], [2.1921689322946816, 48.81339723673113], [2.192081291098152, 48.81325274029507], [2.192043376969249, 48.813150851288], [2.1919449866620004, 48.812557479915924], [2.1918804381707337, 48.81215321161391], [2.19179264874327, 48.81166693949748], [2.191722984623912, 48.81132919268736], [2.191652863412636, 48.811021122191285], [2.191623106579684, 48.81092018702686], [2.1915771509890316, 48.81081014887146], [2.191564022734154, 48.810778580928854], [2.191532026511249, 48.81073429380433], [2.191494752791339, 48.81067917819383], [2.1914074605742266, 48.810600339172744], [2.191352136871813, 48.81056758668268], [2.1911439271706508, 48.810470841306035], [2.1903072201726554, 48.810070338391476], [2.1901193977413542, 48.80997642741459], [2.1896043324179018, 48.80973459471045], [2.189294752108302, 48.8095894896035], [2.1887804161283997, 48.809340601047495], [2.187732306186315, 48.808816741229435], [2.1876126280644637, 48.80873213572583], [2.1873962959362383, 48.80856498925996], [2.1870591724588166, 48.80824874283946], [2.1866958026196768, 48.807907324670964], [2.1864829769202605, 48.8077021288293], [2.1863252488047467, 48.80755464308098], [2.1860031405053415, 48.80725384723396], [2.1852877462234135, 48.80658970702232], [2.184761809661688, 48.80608874802367], [2.184673159987574, 48.80601079434064], [2.184461547161889, 48.805795564591016], [2.184317851282708, 48.80566010010473], [2.184222948374477, 48.80558137769614], [2.1840676548075297, 48.80549461072004], [2.183949582108159, 48.80544499221413], [2.183802810849317, 48.805388030683176], [2.1836862492782747, 48.80535626855344], [2.1835606048657095, 48.805329200270805], [2.1833946318462254, 48.80530113210821], [2.1830021778472384, 48.80524477986871], [2.1827251277442676, 48.80519881527836], [2.1804233447086303, 48.804807102019815]], ""type"": ""LineString""}";48.80973861563764, 2.188488769648517
Asnières-sur-Seine, Gennevilliers;92004, 92036;Réseau départemental non classé à grande circulation;RD109;108 avenue Gabriel Péri;50 km/h;Comptage automatique en section;Tubes;Juin;2023;Triennale;Paris;Province;Province;Paris;4312.0;4187.0;4465.0;4363.0;226.0;10h00-11h00;287.0;08h00-09h00;316.0;19h00-20h00;282.0;17h00-18h00;3.47;3.28;8499.0;1082.7590108144814;"{""coordinates"": [[2.2956519939242575, 48.91705504226395], [2.295606811672888, 48.917267912421295], [2.295493439409139, 48.91808291703206], [2.295479515186187, 48.91820424131579], [2.2954713910817026, 48.91830041985381], [2.295465190742112, 48.91835524101254], [2.295417924210888, 48.91872188001229], [2.295411565957451, 48.91878839057939], [2.2953931955876157, 48.9189357690906], [2.2953484013856005, 48.9192205851098], [2.2953326497870004, 48.91937607268648], [2.2953073352175424, 48.919532402882815], [2.2952854193209657, 48.91974001382135], [2.29524754330552, 48.91991695351503], [2.295202772996046, 48.92030069308419], [2.295181562465298, 48.92045614811877], [2.2951436375778242, 48.920636685681046], [2.2950627296566983, 48.920864878238426], [2.2950477839423904, 48.92092617766546], [2.2950380580581595, 48.92097837185313], [2.2949848234983423, 48.92138666153299], [2.2949036523847353, 48.92192531775185], [2.2948770058787256, 48.922125030472614], [2.2948460481753945, 48.922356201392574], [2.294822045838301, 48.922516135879285], [2.294801515215128, 48.9227219555765], [2.2946088698049816, 48.92424873543584], [2.294579699650308, 48.92448777820181], [2.294514220011218, 48.92478775923309], [2.2944771887193407, 48.925103195834204], [2.2944615553111003, 48.925249689722854], [2.2944464567777008, 48.92545733941375], [2.2944495504761373, 48.925631821768256], [2.2944857101212888, 48.92588383896314], [2.294487014128523, 48.92588834269115], [2.2945178392217143, 48.926030613641025], [2.2945537211440703, 48.926202591577805], [2.2945959740066857, 48.92640788005436], [2.294658320249186, 48.926741887366234]], ""type"": ""LineString""}";48.921898901075416, 2.2949671362567345
La Celle-Saint-Cloud, Rueil-Malmaison;78126, 92063;Réseau départemental non classé à grande circulation;RD173;côte de la Jonchère;50 km/h;Comptage automatique en section;Tubes;Mars;2023;Triennale;Vaucresson;Rueil-Malmaison;Rueil-Malmaison;Vaucresson;8239.0;9427.0;8401.0;9705.0;671.0;07h00-08h00;614.0;08h00-09h00;590.0;17h00-18h00;760.0;18h00-19h00;3.3;2.56;17666.0;1239.381892362878;"{""coordinates"": [[2.1501505980084277, 48.85963187340668], [2.1502713721470403, 48.859719143059706], [2.15034927568406, 48.85978253830269], [2.1504398686862145, 48.859863159891574], [2.150644312948711, 48.86007793593107], [2.150918021413681, 48.86036597782932], [2.1509908884684443, 48.86045360721619], [2.1510443271654873, 48.860529563476476], [2.151144441031117, 48.86070829241696], [2.151304492580782, 48.86102404919567], [2.151590257276651, 48.861594511576556], [2.1516585812350284, 48.861733979931905], [2.1517163031973436, 48.86183934392372], [2.151792954748572, 48.86197697055529], [2.151869116085499, 48.862106301475215], [2.151936719262893, 48.86221387954521], [2.152028291925247, 48.862343644114766], [2.152194022672181, 48.86256321232572], [2.1523605514659683, 48.86274980596507], [2.152689348113774, 48.863140688257715], [2.1529253798524457, 48.863419048446154], [2.153373598105221, 48.863957436581664], [2.1537973444479532, 48.86446641750657], [2.1538547298480757, 48.86453882105912], [2.153893621978093, 48.86459400987463], [2.153956024137359, 48.864689649977905], [2.1540344640023803, 48.86481991703825], [2.154109883519801, 48.86496705168637], [2.154171908445619, 48.86512608428553], [2.1542068930736304, 48.865227531263706], [2.154294345654087, 48.865548520018386], [2.1543281660425047, 48.86570296355911], [2.1543599220430343, 48.865808848438476], [2.1544347205962273, 48.86599928571336], [2.154470264647984, 48.866073074405676], [2.1545006988301134, 48.866128979678436], [2.1545671004847344, 48.86623369178981], [2.154635810141234, 48.86632985358071], [2.154789619152199, 48.86651278047014], [2.154871200269106, 48.86659428457355], [2.1552147707428224, 48.86690955022584], [2.155387098335808, 48.86707464676178], [2.15553970340655, 48.86721163921382], [2.1556331950986243, 48.86729667468204], [2.155878026285629, 48.86753633087143], [2.156178320142036, 48.867910475910634], [2.156406854605524, 48.86817598290457], [2.1566051538634974, 48.868384373885775], [2.156646640426494, 48.8684267955212], [2.1567117263704825, 48.868481525951786], [2.1568415287476643, 48.868570044371225], [2.1569689847266327, 48.86864807519051], [2.1570949730023203, 48.86874893866069], [2.157157077996018, 48.86881300745245], [2.1572004286422644, 48.86887189258466], [2.1572219901483116, 48.8689195228096], [2.1572414419155117, 48.86898429362093], [2.1572523245727404, 48.869078691984136], [2.1572362197849055, 48.869210519792105], [2.157181239311897, 48.869423205114856], [2.157153038605365, 48.86956267874128]], ""type"": ""LineString""}";48.86462019762561, 2.1537798412627986
Suresnes;92073;Réseau départemental non classé à grande circulation;RD5;63 boulevard du Maréchal de Lattre de Tassigny;50 km/h;Comptage automatique en section;Tubes;Juin;2018;Triennale;Saint-Cloud;La Défense;La Défense;Saint-Cloud;1485.0;3355.0;1897.0;3994.0;295.0;08h00-09h00;320.0;08h00-09h00;129.0;17h00-18h00;405.0;18h00-19h00;;;4840.0;1126.0740526537138;"{""coordinates"": [[2.2125279086675924, 48.86168054728787], [2.212615948653815, 48.8618135704361], [2.2126632408714073, 48.861959640285946], [2.212661110770064, 48.86238199094759], [2.2126210747828843, 48.862634541996016], [2.212480841483226, 48.86295184276742], [2.212373717676819, 48.863118488563096], [2.2123025325531906, 48.86322864057377], [2.2122484109240608, 48.863292138886], [2.212224492563074, 48.863341446343256], [2.212275401420695, 48.86340023978232], [2.2124612661393126, 48.863548958067085], [2.2127494016015308, 48.86378558719404], [2.2136542237380263, 48.864528111053005], [2.21375924971796, 48.864614240514236], [2.2139868069559756, 48.864801002854364], [2.2145739571835463, 48.865277920492275], [2.2146049281438867, 48.86530330547337], [2.2152323447918816, 48.86582275291258], [2.2153225182360665, 48.865899789741626], [2.2155743906239262, 48.86610199811503], [2.2159150236515788, 48.86638482911802], [2.2163324502047788, 48.86672841933703], [2.2165573386239354, 48.866912461098664], [2.2166190409458406, 48.86697941742243], [2.2167285831072934, 48.86712852806349], [2.216939423329699, 48.86743119233006], [2.2170154971224063, 48.86753961339072], [2.21733730461961, 48.86798779852703], [2.217434501651366, 48.86814222414386], [2.2174861908971435, 48.86824059163654], [2.2174969701570437, 48.868521260461186], [2.2174967267709853, 48.86853744790834], [2.2174946301747487, 48.868949338864645], [2.217499094956308, 48.869105855176684], [2.217495808566677, 48.86933712085694], [2.2174979658559453, 48.869545343670175], [2.217506022902559, 48.86975988312068], [2.2175223024172754, 48.869834620522745], [2.217552452433153, 48.86989703048995], [2.21767977932584, 48.870030891235444], [2.2180768137893234, 48.870360773923], [2.2181559442418304, 48.87047023926298]], ""type"": ""LineString""}";48.866000218548386, 2.215172306569261
Asnières-sur-Seine, Gennevilliers;92004, 92036;Réseau départemental non classé à grande circulation;RD15;boulevard Voltaire;50 km/h;Comptage automatique en section;Tubes;;2015;Triennale;Paris;Province;Province;Paris;5189.0;4565.0;5125.0;4565.0;339.0;09h00-10h00;227.0;10h00-11h00;334.0;15h00-16h00;341.0;19h00-20h00;;;9754.0;494.629296301091;"{""coordinates"": [[2.297534465736096, 48.910785105960215], [2.297430842179633, 48.910925900706665], [2.2973726449908254, 48.91099210868126], [2.2973087236212613, 48.9110780678607], [2.2968688793661913, 48.911621369316094], [2.296409525683588, 48.912194231410005], [2.296276268311616, 48.91236251916866], [2.2960767960663344, 48.91264579062241], [2.296261893230095, 48.912820183958786], [2.2962293152943043, 48.913110469338534], [2.296115254017798, 48.91387691142382], [2.29597606259366, 48.91488691716048], [2.295966758424024, 48.91495196096174]], ""type"": ""LineString""}";48.91274680942188, 2.2964578801121784
Garches, Saint-Cloud;92033, 92064;Réseau départemental non classé à grande circulation;RD180;128 rue de la Porte Jaune;50 km/h;Comptage automatique en section;Tubes;Mars;2022;Triennale;Saint-Cloud;Suresnes;Suresnes;Saint-Cloud;6087.0;6646.0;6573.0;7038.0;505.0;08h00-09h00;765.0;08h00-09h00;630.0;18h00-19h00;525.0;17h00-18h00;2.94;3.3;12733.0;1421.7051427109238;"{""coordinates"": [[2.1991309610934078, 48.84152642898818], [2.199128079485601, 48.84158149141265], [2.199115466293194, 48.8416929301752], [2.1990986679829008, 48.84197353990031], [2.199069516797915, 48.8421914931147], [2.1990887650261888, 48.84280977913882], [2.1990429858185805, 48.84312875202171], [2.199024784069115, 48.8432491471342], [2.199010572965905, 48.843375863685175], [2.1989804710523932, 48.84364997282236], [2.198967927800518, 48.843934091687885], [2.1989638067028197, 48.844024901809085], [2.1989534123050367, 48.84408059359662], [2.1989248911599044, 48.844163145019756], [2.1988660071473975, 48.84427067573264], [2.198777259965005, 48.8443708116804], [2.1986804329500926, 48.844464597618526], [2.198514401714043, 48.84462807211], [2.1984354946528795, 48.844708487077554], [2.1983895776017515, 48.844770236585525], [2.1983025713999105, 48.84493423903872], [2.198273058395034, 48.84499250094564], [2.198146530602553, 48.84524527690093], [2.1980322926212703, 48.84549633701297], [2.197956757134181, 48.84571168032062], [2.1979090522896048, 48.84588943688013], [2.1978802718304067, 48.846077213745055], [2.197863733205502, 48.846177832763], [2.19785106118039, 48.84629286833803], [2.1978330836323443, 48.84648701237413], [2.1978265162019244, 48.846519404313575], [2.1978253595251327, 48.84655794506936], [2.197825965730476, 48.846587573873514], [2.1978692092745136, 48.84679722695494], [2.1978764145731176, 48.84684032277233], [2.197878041136877, 48.84687388615021], [2.197870056655081, 48.84694474058449], [2.1978554042731244, 48.84703791623931], [2.1978491393615327, 48.84709141172655], [2.1978502182005704, 48.8471366304516], [2.19787557415275, 48.84725693429726], [2.197902641192631, 48.84732279805107], [2.1979579423546025, 48.84738171964064], [2.198074547001307, 48.847462485732954], [2.1987949281432955, 48.847822175163486], [2.199040419328557, 48.847914901755445], [2.1992743499383196, 48.84802470512355], [2.1998313875945605, 48.84831173535952], [2.2003612897486047, 48.848591385705326], [2.2009725830663656, 48.84893607240415], [2.201106065232061, 48.8490217110428], [2.2013140456258813, 48.8492086154892], [2.2014538254705553, 48.84932807428492], [2.2015373432759873, 48.84939158779517], [2.201749471191559, 48.84951082083477], [2.2018265758627327, 48.849548209408205], [2.2020796804473592, 48.84966141992489], [2.20228956768538, 48.84974915920008], [2.20288113271172, 48.850008524092466], [2.2030436054781384, 48.850077959005056], [2.2035773266489276, 48.85028836814778], [2.2038778969971187, 48.85041717960534], [2.2041371509242644, 48.85057449614987], [2.2043504738016844, 48.85070542409328], [2.2044857385079784, 48.8507719778833], [2.2046644807023776, 48.8508470710608], [2.2048116166690934, 48.85090988700836], [2.204881748330977, 48.85094882253509], [2.2049458389537278, 48.85099995009802], [2.2050055840851233, 48.85106359889511], [2.205082433920664, 48.85117111375639], [2.2052909900039013, 48.85155585697218], [2.205376798699751, 48.85169422449413], [2.2054168434478076, 48.851761128414495], [2.2054229851774565, 48.851783062769236], [2.205417620254169, 48.851802971452535]], ""type"": ""LineString""}";48.84739416955239, 2.200472359376924
Suresnes;92073;Réseau départemental non classé à grande circulation;RD5;192 boulevard Washington;50 km/h;Comptage automatique en section;Tubes;Juin;2018;Triennale;Saint-Cloud;La Défense;La Défense;Saint-Cloud;4144.0;4303.0;4843.0;4999.0;608.0;08h00-09h00;406.0;08h00-09h00;341.0;17h00-18h00;542.0;18h00-19h00;;;8447.0;622.2412427666875;"{""coordinates"": [[2.2181559442418304, 48.87047023926298], [2.218309042572526, 48.87071166507132], [2.218487526111714, 48.871026022701535], [2.218954550064166, 48.87180592184197], [2.2189834295021345, 48.87189701544557], [2.2189778581491724, 48.872002221567826], [2.218948456922639, 48.872065991461575], [2.2189074006736886, 48.872120040373275], [2.2188735041818237, 48.87215401594682], [2.2188276071682735, 48.872194215350625], [2.218606589206109, 48.87234363555429], [2.2181151551939884, 48.872652490542094], [2.217772483818256, 48.872882403041714], [2.2176704352667995, 48.872995450291214], [2.2176110902149806, 48.87309974577834], [2.2175596831931026, 48.87327310187347], [2.2175716547074815, 48.87363820091593], [2.2176215334890976, 48.87411679134712], [2.217701430719275, 48.87461349620933], [2.217746680696428, 48.87494979234635], [2.217777562443775, 48.875138999346056], [2.2178049568688705, 48.875325144646006], [2.2178077094504185, 48.87542605533196], [2.217801965570206, 48.87549359388013], [2.2177761586597793, 48.87560931060741]], ""type"": ""LineString""}";48.87291900909332, 2.2181226270321477
Clamart;92023;Réseau départemental non classé à grande circulation;RD2;57 avenue Henri Barbusse;50 km/h;Comptage automatique en section;Tubes;Mars;2022;Triennale;Clamart;Boulogne-Billancourt;Boulogne-Billancourt;Clamart;6578.0;6535.0;6856.0;6838.0;660.0;08h00-09h00;406.0;08h00-09h00;434.0;18h00-19h00;639.0;18h00-19h00;3.36;3.27;13113.0;1095.3462847214546;"{""coordinates"": [[2.2592562770337294, 48.8052287137188], [2.2592582742654215, 48.80529471345909], [2.2592422660348643, 48.80540287903056], [2.2592268161278253, 48.80550670165515], [2.259013403352364, 48.8066314283947], [2.2587159830724546, 48.80839690535148], [2.258693347789708, 48.80855236158132], [2.2586677476593033, 48.80872488716258], [2.258626145255028, 48.80896926532132], [2.2585386009661814, 48.809475983211286], [2.2585356480918684, 48.80949215419495], [2.2583875755649223, 48.810424811177946], [2.25826322278454, 48.81112556987076], [2.2581545232241766, 48.81177875688311], [2.258069910521046, 48.81227020165161], [2.258010351555886, 48.81262779111712], [2.2580086309163896, 48.81265296349901], [2.2580039065163993, 48.81269790480231], [2.257993709114809, 48.81274460946661], [2.257977246129215, 48.812848837226724], [2.2579742157433746, 48.81287040376807], [2.2579593828955975, 48.81295575488151], [2.257946257385797, 48.81301683197328], [2.2579419292003395, 48.81303389340482], [2.2578568015959712, 48.813561310286445], [2.257701691367401, 48.81450830929845], [2.2576181625285905, 48.81501864689849]], ""type"": ""LineString""}";48.81012240438728, 2.258433538132084
Rueil-Malmaison;92063;Réseau départemental non classé à grande circulation;RD180;62 avenue du Maréchal Leclerc de Hauteclocque;50 km/h;Comptage automatique en section;Tubes;Mars;2023;Triennale;RD 985;RD913;RD913;RD 985;6420.0;4459.0;6645.0;4784.0;580.0;08h00-09h00;468.0;08h00-09h00;606.0;18h00-19h00;373.0;18h00-19h00;1.12;1.75;10879.0;832.4808376483313;"{""coordinates"": [[2.1980523493401565, 48.85479647310941], [2.1980448492947473, 48.85485947865488], [2.1980201580302827, 48.8550511879496], [2.1979859073749397, 48.85523982586763], [2.197960173054545, 48.855317897875906], [2.1979123980630972, 48.855411112327744], [2.1978537627258246, 48.85550155568613], [2.19778854870126, 48.85557666511351], [2.1976904753794275, 48.85566144717132], [2.197563477788374, 48.85576582205911], [2.197440680494438, 48.85586302952415], [2.1971591081764554, 48.85609227838211], [2.1968882012703697, 48.85633688724639], [2.196667032574151, 48.856537760340984], [2.1964872183662383, 48.85670833231954], [2.196334839450729, 48.85686739605561], [2.1962308384451146, 48.85698271603103], [2.1961488499574737, 48.85708469320083], [2.1960138943592766, 48.85726276008469], [2.1958912449657086, 48.85743821208435], [2.1957879374378644, 48.85759670614524], [2.195744703431345, 48.857660270254364], [2.1956946277307914, 48.85772558791117], [2.1956406863437534, 48.85777648894156], [2.195588329172153, 48.85781301144665], [2.1954868397646004, 48.85785369969081], [2.1952938578248204, 48.85790546463622], [2.1944235693413803, 48.85812714841354], [2.194326611941738, 48.85813908731949], [2.1942572024561273, 48.8581323246659], [2.1941661835840827, 48.85811282422508], [2.194091338697515, 48.85810512584889], [2.193959602934003, 48.85808755420736], [2.1938245802757685, 48.85807994485125], [2.1937330741127887, 48.85809191965765], [2.193587249574061, 48.858090937167155], [2.193438573168314, 48.858098029536826], [2.1933115914430177, 48.85811246323176], [2.191941436502692, 48.85839821101669], [2.191751357644532, 48.85843829801078], [2.190095354977943, 48.8587859483216], [2.1899286320565183, 48.858782798645116], [2.1897985913260305, 48.858796160099224]], ""type"": ""LineString""}";48.857511321850176, 2.19440029676633
